moisture,temp,humidity,rainfall,time_of_day,pump
12.4,32.9,43.1,0,11,1
19.2,25.7,56.3,0,16,1
23.0,30.8,26.9,0,8,0
24.4,33.6,49.1,1,20,0
30.0,32.3,69.1,1,1,0
26.4,27.0,64.8,0,21,0
14.3,25.5,49.9,0,17,1
28.0,29.0,50.7,0,11,0
29.9,35.2,60.7,0,5,0
29.5,38.3,64.4,0,17,0
33.6,35.7,49.7,0,12,0
31.7,36.2,52.7,1,14,0
28.7,31.7,49.3,0,0,0
24.4,25.0,41.7,0,22,0
11.7,30.2,52.8,1,7,0
28.4,31.0,52.0,1,17,0
26.7,30.0,42.4,0,19,0
27.2,32.2,61.5,1,23,0
14.8,33.8,59.8,1,11,0
16.4,35.4,62.0,0,19,1
33.4,30.9,47.3,1,11,0
24.7,24.4,35.2,0,0,0
30.5,30.1,59.7,0,9,0
25.2,32.2,48.4,0,22,0
25.2,36.9,46.1,1,18,0
32.5,29.7,42.4,0,18,0
20.9,34.1,52.2,0,10,1
25.8,33.2,70.8,0,22,0
21.3,32.2,49.9,0,21,1
21.5,35.7,44.1,0,2,1
22.5,29.4,61.5,0,13,0
26.8,29.7,56.7,0,17,0
21.2,32.0,33.8,1,5,0
35.0,29.4,61.6,0,22,0
17.8,34.0,76.3,1,8,0
23.5,29.1,29.0,0,8,0
21.5,32.9,42.6,0,16,1
36.6,31.6,26.5,0,3,0
26.6,32.9,54.2,0,3,0
33.3,30.2,64.9,1,23,0
13.1,30.6,56.1,0,18,1
27.1,32.4,68.9,0,15,0
32.1,32.8,63.3,0,16,0
25.7,32.0,72.0,0,2,0
33.5,38.8,66.6,0,21,0
20.9,28.0,51.0,0,6,1
36.3,31.7,55.7,0,4,0
43.4,25.7,46.3,0,20,0
22.1,33.5,52.7,0,2,0
21.4,27.5,55.6,0,11,1
36.6,30.9,54.2,0,18,0
37.6,30.5,68.4,0,8,0
20.8,33.1,51.7,1,2,0
21.6,29.8,45.7,0,2,1
22.7,29.6,46.3,0,15,0
14.2,37.7,61.6,0,19,1
17.7,33.1,41.0,0,12,1
17.0,29.8,53.0,0,5,1
18.9,31.0,68.3,0,0,1
24.7,38.6,57.9,0,10,0
26.9,31.1,54.3,0,17,0
37.4,29.2,54.6,0,2,0
17.0,29.3,44.7,0,17,1
32.9,29.8,46.4,0,10,0
23.3,29.6,53.0,0,14,0
24.6,26.9,57.7,0,2,0
30.4,27.5,64.5,0,11,0
16.0,28.7,55.9,0,20,1
28.1,34.4,68.5,0,11,0
26.3,30.5,71.1,0,16,0
28.9,31.2,63.0,1,0,0
27.3,37.1,67.2,0,10,0
44.6,37.2,45.1,0,22,0
19.9,30.9,43.5,0,14,1
20.8,29.5,60.2,0,8,1
20.0,28.5,41.6,0,6,1
20.6,34.8,52.1,0,10,1
19.9,31.2,62.7,0,17,1
34.5,30.5,69.1,0,22,0
36.4,28.7,52.5,0,6,0
20.4,28.9,48.5,0,17,1
18.3,33.3,58.2,1,14,0
28.8,26.7,44.3,1,15,0
20.6,36.0,53.3,1,14,0
30.1,29.9,54.9,0,22,0
26.6,31.4,54.7,1,3,0
12.9,26.7,55.9,1,23,0
37.4,32.0,46.7,1,2,0
39.4,30.7,47.7,0,13,0
20.1,31.8,47.5,1,20,0
21.9,37.9,38.8,0,2,1
27.3,32.7,58.4,0,22,0
27.7,28.8,63.9,0,15,0
30.3,29.2,63.0,1,14,0
41.1,34.4,52.4,0,18,0
23.6,37.2,46.9,0,9,0
18.6,33.1,62.4,1,20,0
14.0,34.8,61.4,0,16,1
19.2,34.4,57.2,1,3,0
24.7,37.7,72.4,1,21,0
39.4,24.2,54.7,0,17,0
20.9,34.7,52.4,0,21,1
26.8,35.9,51.0,0,9,0
24.9,26.6,39.4,1,22,0
34.5,28.5,61.6,1,15,0
45.2,28.6,53.9,0,23,0
20.8,29.1,60.1,0,2,1
21.1,30.1,73.4,0,11,1
33.4,33.0,51.1,0,18,0
30.5,35.5,31.6,0,20,0
39.8,36.3,59.8,0,2,0
29.7,28.6,56.7,0,8,0
22.1,28.6,47.7,0,6,0
29.7,37.3,59.0,0,15,0
33.9,34.6,62.9,1,20,0
31.6,32.3,45.5,0,20,0
29.1,33.9,52.0,0,0,0
33.5,31.9,69.8,0,14,0
34.4,34.1,47.8,0,1,0
36.1,30.7,55.7,0,15,0
30.2,33.1,28.8,1,6,0
23.7,26.0,40.2,0,13,0
26.2,29.2,56.6,0,22,0
34.7,29.3,67.3,0,1,0
18.5,30.5,41.4,0,23,1
27.9,28.3,55.7,0,23,0
21.9,29.9,51.2,0,17,1
25.2,25.9,64.5,0,0,0
35.2,34.2,42.8,0,15,0
26.5,31.7,59.3,0,8,0
25.4,25.2,48.5,1,2,0
14.1,28.7,57.2,0,12,1
31.0,33.3,55.7,0,1,0
30.2,29.8,52.5,0,17,0
42.3,29.2,59.8,0,1,0
22.5,31.7,55.4,0,7,0
26.8,33.4,53.7,0,2,0
27.0,26.3,51.4,0,16,0
37.6,34.2,55.8,0,23,0
24.2,28.8,57.2,0,1,0
27.2,31.9,45.1,0,5,0
29.9,31.9,51.5,0,7,0
26.5,29.9,44.4,1,16,0
21.4,27.9,54.6,0,23,1
26.6,30.9,49.1,0,5,0
33.6,38.5,62.7,0,11,0
16.8,26.6,61.7,0,20,1
26.1,38.8,45.8,1,15,0
19.4,31.0,55.0,1,5,0
34.6,32.1,61.4,0,1,0
12.8,27.7,53.2,0,2,1
20.5,28.9,47.7,1,8,0
28.0,30.0,44.1,0,18,0
37.5,27.8,63.5,0,9,0
24.5,31.2,64.0,0,22,0
20.6,30.4,52.9,0,12,1
40.0,39.4,62.7,0,19,0
13.4,27.3,25.3,1,12,0
7.4,32.4,68.3,0,19,1
28.5,33.0,53.4,0,14,0
21.0,27.7,56.4,1,12,0
16.8,34.7,51.8,1,12,0
30.7,30.4,69.0,0,5,0
27.0,22.0,44.4,0,17,0
20.5,34.6,69.7,0,6,1
14.8,27.5,59.0,0,2,1
32.0,27.8,61.2,0,0,0
30.2,34.8,51.7,0,11,0
24.2,30.6,41.9,1,22,0
39.8,35.7,64.3,1,4,0
16.4,36.8,58.1,0,10,1
12.8,29.4,68.6,1,11,0
19.5,35.2,53.1,0,22,1
24.6,29.0,50.8,0,15,0
26.9,40.9,68.9,1,0,0
23.1,29.2,74.1,0,20,0
27.8,36.1,55.1,1,17,0
15.0,35.4,47.5,0,0,1
36.6,33.3,63.1,0,21,0
24.3,29.3,52.5,0,4,0
33.9,31.4,61.0,0,3,0
27.7,23.4,52.4,0,0,0
28.7,32.9,70.6,1,14,0
29.6,33.4,48.0,0,4,0
28.6,32.5,59.8,0,6,0
30.1,20.1,50.1,0,16,0
35.6,26.9,52.2,1,19,0
26.6,29.0,50.9,0,5,0
30.7,33.2,62.4,0,12,0
24.3,33.2,64.2,1,23,0
36.5,31.3,60.6,1,22,0
19.6,34.5,53.9,0,14,1
39.4,27.9,56.4,0,6,0
24.7,34.4,64.0,0,23,0
13.6,33.9,64.3,1,6,0
26.0,33.5,28.1,1,12,0
19.6,31.3,52.3,1,3,0
31.7,39.3,52.8,0,21,0
19.8,34.0,61.7,1,17,0
21.4,28.1,54.3,0,7,1
9.9,33.0,62.2,0,18,1
21.4,35.0,44.2,0,15,1
5.6,29.6,57.6,1,19,0
12.3,36.4,64.0,0,17,1
31.1,33.5,40.3,0,15,0
31.3,22.6,80.1,1,15,0
28.4,33.2,66.9,0,1,0
17.3,30.4,55.0,0,13,1
24.6,34.1,46.7,0,21,0
25.0,35.8,53.2,0,18,0
15.7,32.8,55.8,0,15,1
37.0,38.7,59.4,1,21,0
32.0,31.3,70.0,0,3,0
23.2,34.5,50.2,1,12,0
25.2,35.2,60.6,1,7,0
26.7,31.6,42.1,0,2,0
8.7,35.1,50.9,1,23,0
23.0,29.6,58.8,0,2,0
19.5,30.3,61.9,0,4,1
17.0,26.8,47.5,1,10,0
22.8,33.0,50.6,0,12,0
39.4,33.3,69.6,0,1,0
30.1,36.7,66.6,0,5,0
20.4,35.2,57.1,0,6,1
29.6,30.9,32.6,1,23,0
36.2,27.3,80.1,1,3,0
32.4,33.7,54.8,0,8,0
25.5,36.4,51.9,0,17,0
19.8,35.0,49.8,0,13,1
30.6,36.3,58.8,0,23,0
28.1,31.2,58.9,0,5,0
32.2,30.1,64.5,0,19,0
30.1,29.1,45.7,0,1,0
33.4,31.8,51.9,0,3,0
20.7,31.7,75.3,1,14,0
35.5,32.8,57.2,0,2,0
26.6,31.5,53.3,0,3,0
41.6,31.5,45.6,0,3,0
19.5,28.9,60.1,1,14,0
38.9,35.8,65.3,1,10,0
26.6,32.3,63.7,1,22,0
19.8,31.3,52.4,0,16,1
21.1,29.0,58.6,0,14,1
22.4,26.7,71.7,0,20,0
28.4,37.2,65.7,0,2,0
29.2,34.2,47.2,1,22,0
20.4,25.5,29.5,0,22,1
24.8,35.1,58.0,0,23,0
42.1,35.7,63.0,0,9,0
38.8,32.5,44.1,0,3,0
28.5,38.4,54.9,1,12,0
25.3,32.9,52.4,0,1,0
26.0,26.3,56.0,0,5,0
29.9,33.5,49.6,0,18,0
16.8,33.0,67.9,0,23,1
22.9,29.6,56.5,1,7,0
11.7,34.3,46.2,1,5,0
28.2,25.3,64.2,0,19,0
30.2,36.0,42.4,1,13,0
21.1,28.5,67.8,0,7,1
37.6,28.1,64.9,0,5,0
15.2,31.5,68.9,1,11,0
13.3,33.7,53.4,0,8,1
26.8,32.7,50.0,0,6,0
33.4,29.0,55.8,0,12,0
38.5,30.0,54.2,0,15,0
21.3,27.5,48.5,1,7,0
33.6,31.1,49.5,0,13,0
24.7,36.3,51.3,0,15,0
23.6,32.0,43.3,0,19,0
32.1,35.4,61.8,0,5,0
30.2,37.8,54.5,0,22,0
12.4,29.6,51.9,1,3,0
36.8,31.3,43.9,1,3,0
36.0,40.7,43.4,0,2,0
20.0,37.8,74.4,0,9,1
28.2,25.3,48.7,0,5,0
29.0,33.5,61.1,0,17,0
27.1,32.0,56.6,0,12,0
20.6,35.3,27.2,0,10,1
19.6,29.0,72.9,0,3,1
24.8,28.6,61.8,0,7,0
34.4,29.3,47.3,1,2,0
29.3,29.7,54.7,1,11,0
22.0,35.3,43.5,1,12,0
31.2,27.3,73.3,0,23,0
5.0,29.5,45.9,0,22,1
34.2,24.8,49.8,0,22,0
11.1,36.0,47.7,0,10,1
22.1,37.1,55.8,0,8,0
16.0,30.7,68.7,0,3,1
14.6,30.8,72.9,0,10,1
34.3,33.8,51.0,0,7,0
21.3,37.9,58.8,0,17,1
27.8,33.6,55.8,0,2,0
24.6,29.2,45.2,0,3,0
28.8,25.5,79.2,1,16,0
25.6,27.5,68.6,0,15,0
14.7,32.3,56.9,0,6,1
33.0,29.4,70.8,0,1,0
21.0,32.8,67.1,0,4,1
12.5,29.8,55.8,1,0,0
21.6,27.8,58.3,0,21,1
37.0,27.3,70.1,0,12,0
31.8,38.2,45.5,0,11,0
22.2,35.6,71.7,0,18,0
22.2,38.9,52.7,1,21,0
22.4,34.2,70.2,1,7,0
41.6,30.3,54.9,0,7,0
28.1,37.3,58.4,1,11,0
28.4,31.9,54.7,0,3,0
33.2,32.9,49.7,0,6,0
26.9,31.8,52.3,0,15,0
22.9,20.2,68.8,1,21,0
23.4,38.4,31.9,0,17,0
24.4,34.0,42.6,1,5,0
24.7,33.3,47.7,0,17,0
30.8,31.8,44.2,0,3,0
25.4,32.7,70.1,1,20,0
30.9,29.6,67.6,0,8,0
24.4,34.5,60.9,0,12,0
25.6,26.8,48.6,0,18,0
9.0,32.7,68.4,1,11,0
32.3,34.2,39.1,0,15,0
27.8,31.2,76.4,0,4,0
33.0,33.5,48.2,0,1,0
5.0,28.0,52.4,1,2,0
41.7,28.1,50.7,0,12,0
23.9,32.9,44.3,0,20,0
33.9,34.7,74.3,1,6,0
16.7,24.5,62.9,0,12,1
29.9,34.1,67.2,0,15,0
16.6,29.8,42.8,0,21,1
20.0,31.2,56.8,0,13,1
40.3,26.6,60.2,0,17,0
23.5,28.6,57.7,1,12,0
26.7,35.9,43.4,0,13,0
32.0,32.1,65.8,0,8,0
29.0,30.5,56.2,0,7,0
26.2,31.5,45.5,0,4,0
27.9,34.0,36.4,0,22,0
44.2,33.8,61.1,1,6,0
24.5,31.7,79.5,0,15,0
26.6,36.4,44.8,0,9,0
33.4,35.9,56.7,0,21,0
33.8,33.7,66.1,0,2,0
34.5,32.2,42.3,0,23,0
30.1,34.6,50.2,0,16,0
15.9,33.3,46.4,1,9,0
38.1,36.2,64.8,0,10,0
15.8,35.6,68.3,0,19,1
27.4,27.9,56.6,0,9,0
19.0,27.7,46.6,0,17,1
24.5,29.2,50.6,1,20,0
27.6,35.9,48.7,0,22,0
27.6,25.7,45.2,0,0,0
28.4,33.6,54.0,0,3,0
37.9,33.5,60.7,0,2,0
28.6,36.7,59.9,0,19,0
23.0,32.7,54.9,0,5,0
32.7,26.6,55.6,0,5,0
34.5,28.2,54.2,0,16,0
15.2,27.3,42.0,1,18,0
29.8,29.8,56.6,0,16,0
30.6,31.3,49.2,0,16,0
22.6,27.3,41.5,0,16,0
36.0,37.9,58.7,1,2,0
23.8,26.7,48.9,0,13,0
26.0,37.4,57.3,0,1,0
23.6,36.7,63.5,0,3,0
25.1,35.6,45.5,0,22,0
16.2,29.2,55.9,0,17,1
13.5,33.4,36.9,0,1,1
37.8,26.9,70.3,0,11,0
18.2,35.6,41.4,0,14,1
17.1,31.7,49.9,1,12,0
7.8,30.4,68.4,0,10,1
19.9,27.1,52.7,0,6,1
14.4,22.1,43.0,0,8,1
38.1,27.8,62.1,1,14,0
33.1,36.5,61.9,0,2,0
19.5,30.4,48.7,0,9,1
43.0,31.3,49.8,0,7,0
32.9,34.6,50.6,0,5,0
22.4,39.2,52.9,0,13,0
5.0,37.3,36.1,1,5,0
43.3,28.1,53.2,0,18,0
13.9,24.2,72.8,0,8,1
11.8,41.4,46.0,0,8,1
33.2,41.1,49.2,1,19,0
44.5,32.8,43.2,1,15,0
36.1,26.9,61.1,0,12,0
29.5,35.9,67.0,0,12,0
29.8,31.6,66.8,0,11,0
31.8,31.5,42.5,0,21,0
31.1,35.6,60.0,0,20,0
27.2,33.3,69.3,1,19,0
25.8,27.3,60.1,0,1,0
24.5,30.7,59.8,0,3,0
19.0,34.6,50.3,1,6,0
22.8,34.0,57.2,0,18,0
11.5,33.0,67.4,0,2,1
24.2,35.7,58.3,0,10,0
17.1,30.6,42.5,0,18,1
16.2,32.7,50.4,1,13,0
26.4,18.5,67.1,1,16,0
36.1,30.2,58.2,0,4,0
32.3,35.1,56.2,1,13,0
12.4,30.4,49.5,0,6,1
17.1,30.1,66.9,0,11,1
32.5,27.8,71.6,0,16,0
17.1,36.0,67.6,0,19,1
23.2,34.2,69.4,0,21,0
29.4,35.3,51.4,0,20,0
17.3,25.1,50.0,0,17,1
25.8,31.4,53.4,0,0,0
14.3,30.9,55.4,1,10,0
20.2,30.9,69.3,1,3,0
27.6,29.5,66.7,1,11,0
12.3,30.6,60.4,0,4,1
28.5,35.4,40.7,0,14,0
24.8,24.3,38.1,0,19,0
29.4,39.1,57.4,0,2,0
26.8,33.9,63.8,0,14,0
35.9,31.8,54.2,0,7,0
26.0,35.6,74.1,0,21,0
21.6,26.2,44.2,1,10,0
26.0,29.3,42.9,0,11,0
29.3,31.5,48.4,0,2,0
25.4,37.5,48.0,0,5,0
25.3,31.8,60.3,0,7,0
19.4,33.8,50.8,0,6,1
19.7,29.6,39.5,0,16,1
13.8,33.9,63.9,1,15,0
39.0,38.7,37.4,0,21,0
15.0,36.0,44.3,0,16,1
19.5,31.7,38.8,0,12,1
19.3,34.7,57.1,0,3,1
32.2,34.3,56.9,0,9,0
22.6,34.0,74.2,0,15,0
35.0,36.4,64.1,0,18,0
19.6,36.4,69.4,0,6,1
27.2,31.5,57.9,0,17,0
18.3,34.6,45.2,0,12,1
42.2,30.5,56.3,0,3,0
15.5,28.3,60.9,0,20,1
27.5,30.9,62.0,0,17,0
30.1,31.7,50.3,0,15,0
28.3,25.4,59.9,0,17,0
23.5,35.4,45.7,0,15,0
24.0,20.9,44.6,0,21,0
25.4,42.9,43.8,0,23,0
23.8,38.0,55.2,0,22,0
32.7,31.0,43.2,0,21,0
42.7,32.0,50.8,0,23,0
20.5,33.2,64.0,0,20,1
14.0,29.6,44.7,0,8,1
24.3,32.8,50.0,0,1,0
45.6,31.4,55.7,0,5,0
18.6,31.6,57.5,0,22,1
38.1,32.7,50.0,1,20,0
38.4,26.7,62.9,0,5,0
20.6,32.2,60.9,0,5,1
29.6,32.7,66.4,0,13,0
38.0,32.5,54.2,0,10,0
22.0,31.1,49.9,0,16,0
23.4,36.6,48.2,0,3,0
20.3,30.6,58.1,0,3,1
16.9,32.9,51.2,0,18,1
19.8,37.2,49.3,0,23,1
15.2,31.7,50.5,0,21,1
25.3,32.9,48.2,0,22,0
18.8,31.6,57.0,0,15,1
26.9,36.9,40.9,0,7,0
12.6,31.0,58.0,0,18,1
27.6,37.1,61.8,0,19,0
31.7,31.6,49.2,0,0,0
9.1,28.6,74.2,1,3,0
28.0,34.7,55.2,1,11,0
34.8,30.8,39.4,1,20,0
15.3,34.5,52.2,0,18,1
38.4,21.1,55.6,1,1,0
28.4,32.0,59.5,0,5,0
19.4,30.2,52.4,0,19,1
24.6,27.7,44.9,0,21,0
29.5,29.8,44.1,0,2,0
25.6,29.7,48.5,0,2,0
29.3,31.8,49.4,0,0,0
17.6,26.5,43.7,0,8,1
26.4,33.3,47.7,0,6,0
13.7,37.5,61.6,1,8,0
24.1,33.1,71.5,0,0,0
17.8,35.2,62.6,0,7,1
19.1,36.4,68.1,0,17,1
34.9,36.9,64.7,0,2,0
33.7,39.5,63.3,1,16,0
29.9,30.0,51.6,1,6,0
16.3,29.1,56.4,0,10,1
22.5,35.1,50.8,0,4,0
34.7,34.8,52.8,1,12,0
26.1,35.1,55.7,1,10,0
43.6,39.6,62.1,0,2,0
28.1,32.0,59.2,0,12,0
26.5,33.7,53.4,0,19,0
22.5,28.1,55.6,0,5,0
26.1,40.5,59.3,1,21,0
23.8,30.7,61.7,1,14,0
30.7,30.8,39.8,0,1,0
32.7,30.6,44.2,0,22,0
18.7,29.4,66.1,0,1,1
14.4,29.1,54.4,0,13,1
10.3,29.9,50.8,0,1,1
29.1,26.5,52.4,0,4,0
16.2,28.9,52.4,0,15,1
7.8,39.8,60.6,1,7,0
28.1,34.9,43.9,1,7,0
44.9,35.7,55.2,0,10,0
25.0,36.7,57.5,0,12,0
31.7,39.3,59.0,0,14,0
25.7,24.9,57.2,0,3,0
24.2,27.1,60.2,0,22,0
32.4,28.8,49.3,0,7,0
22.7,30.1,45.6,1,15,0
27.1,30.8,79.6,0,15,0
27.6,30.2,52.0,0,23,0
19.7,32.9,53.2,0,20,1
32.9,32.1,61.8,0,9,0
23.6,29.1,71.0,0,1,0
19.0,23.3,49.6,0,17,1
29.3,28.0,45.0,0,20,0
17.8,29.8,42.6,1,15,0
25.2,31.0,70.9,0,3,0
24.9,27.5,44.6,0,19,0
33.7,30.0,54.7,0,18,0
28.8,27.5,45.2,0,7,0
24.8,31.5,40.5,0,19,0
31.5,27.7,52.1,0,22,0
36.1,28.6,45.6,0,7,0
29.5,26.8,48.1,0,13,0
25.1,31.4,75.1,0,15,0
14.5,28.5,59.2,0,5,1
16.5,35.6,64.3,1,17,0
22.6,33.6,63.2,1,7,0
20.1,31.7,54.0,0,18,1
23.5,28.8,50.6,0,3,0
25.5,33.5,57.5,1,3,0
29.2,34.8,56.7,1,6,0
24.4,32.6,49.3,0,7,0
28.9,38.4,56.3,0,8,0
25.5,33.8,47.9,0,0,0
9.2,35.7,53.3,1,16,0
17.5,32.5,51.6,1,6,0
23.8,34.7,42.3,0,19,0
15.3,28.8,31.5,0,9,1
29.8,30.2,45.6,0,23,0
37.2,33.4,73.0,0,20,0
34.8,33.4,51.9,0,0,0
23.3,34.0,62.8,0,17,0
36.9,36.4,33.8,0,13,0
26.2,26.3,44.9,1,18,0
22.3,28.1,41.5,0,17,0
20.1,32.9,53.0,0,12,1
22.6,29.1,79.2,1,6,0
21.9,45.0,59.6,0,1,1
26.4,34.1,72.0,0,6,0
26.3,31.7,52.5,0,9,0
25.0,29.9,68.6,1,16,0
28.5,30.1,75.7,1,20,0
34.5,32.1,53.9,0,4,0
32.6,32.4,49.6,0,8,0
13.1,30.2,41.8,1,3,0
5.0,30.9,51.9,0,19,1
32.5,37.4,55.8,0,21,0
14.1,37.5,75.3,0,14,1
23.2,33.0,42.1,0,13,0
15.6,26.6,55.6,0,17,1
10.6,34.2,36.9,0,9,1
29.3,38.2,50.7,0,15,0
31.1,37.5,58.1,1,21,0
20.4,34.9,60.1,0,22,1
5.0,37.7,60.9,0,19,1
20.6,32.2,59.0,0,9,1
28.1,34.5,60.8,0,8,0
13.2,29.3,55.5,1,15,0
26.5,33.2,44.5,1,4,0
24.9,37.3,36.5,1,18,0
29.6,29.6,49.5,1,0,0
26.0,28.6,53.7,1,23,0
17.2,32.4,67.5,0,0,1
34.6,31.1,54.0,0,23,0
23.7,34.6,53.0,0,4,0
24.8,30.2,58.9,0,6,0
17.5,38.9,52.3,0,23,1
21.5,26.8,63.1,0,14,1
17.9,37.0,74.8,0,10,1
23.6,28.9,76.9,0,11,0
38.7,24.8,56.0,0,16,0
14.0,33.0,58.4,0,16,1
12.1,31.0,70.8,1,22,0
36.8,27.6,53.5,0,16,0
23.3,25.3,61.8,1,3,0
19.6,32.0,43.6,1,21,0
33.3,35.9,51.9,0,1,0
20.2,34.3,66.6,0,9,1
39.6,32.2,47.8,0,4,0
30.4,33.9,53.7,0,9,0
21.1,31.9,39.3,0,9,1
42.3,26.3,75.1,0,10,0
20.2,26.3,67.6,0,9,1
30.9,31.2,56.9,0,10,0
27.4,31.4,60.1,1,5,0
35.4,35.4,59.0,0,20,0
37.5,35.0,68.8,0,9,0
25.3,34.4,49.8,0,7,0
19.0,30.9,62.3,0,10,1
28.7,26.5,65.8,0,19,0
19.6,33.6,67.2,0,23,1
41.1,34.1,32.4,0,18,0
26.1,22.4,49.0,0,6,0
22.1,28.7,44.8,0,20,0
26.5,29.2,56.5,1,11,0
14.2,32.5,34.8,0,20,1
17.2,28.8,34.5,0,5,1
34.6,31.8,76.7,0,11,0
19.7,31.2,61.2,0,4,1
16.6,31.4,56.2,0,12,1
29.3,29.1,58.6,0,16,0
34.5,29.4,56.5,0,8,0
30.8,27.7,65.0,1,19,0
33.0,33.5,48.7,0,20,0
18.9,34.3,56.9,0,16,1
13.6,28.9,57.3,0,18,1
37.0,38.1,44.5,0,18,0
22.4,30.7,67.8,0,7,0
23.0,38.1,50.5,0,7,0
35.6,29.4,65.2,0,14,0
29.4,23.9,56.1,0,6,0
28.6,33.6,71.3,0,5,0
42.3,33.0,44.6,0,15,0
19.9,32.1,44.2,1,7,0
32.4,29.4,45.9,0,2,0
25.5,31.9,56.3,0,9,0
27.1,30.0,70.4,0,9,0
37.2,30.8,70.9,0,23,0
29.1,35.4,31.9,0,18,0
29.3,32.7,57.5,0,1,0
33.6,34.4,22.9,0,8,0
22.1,31.1,63.0,0,0,0
18.3,30.6,66.2,0,9,1
16.6,27.4,54.6,0,17,1
9.3,30.5,55.8,0,22,1
41.4,18.7,55.7,0,0,0
16.2,29.6,47.2,0,11,1
23.2,31.7,59.3,1,4,0
22.8,34.3,52.7,0,10,0
27.5,30.9,64.3,0,19,0
31.5,33.4,53.9,0,13,0
31.9,23.3,46.4,1,14,0
20.3,31.8,39.6,0,1,1
23.7,25.3,36.4,1,3,0
27.3,27.2,68.1,0,18,0
23.0,31.3,50.4,0,12,0
37.9,37.1,58.4,1,18,0
28.9,33.5,72.8,1,12,0
30.9,32.1,49.4,0,22,0
30.3,31.9,48.7,0,11,0
34.4,29.1,53.7,0,1,0
26.4,29.8,55.3,0,4,0
14.6,33.7,73.9,1,17,0
28.2,26.5,70.7,0,22,0
19.8,34.4,61.2,0,22,1
20.8,30.4,69.5,0,18,1
29.7,35.3,53.2,0,2,0
34.9,35.8,58.0,0,23,0
25.2,25.3,52.0,0,22,0
27.5,29.7,42.1,0,3,0
38.6,28.6,67.0,1,17,0
26.9,24.7,60.3,0,11,0
45.8,27.9,55.2,0,2,0
29.5,41.8,55.0,0,10,0
10.9,34.4,39.9,0,13,1
31.0,39.7,45.2,0,2,0
28.0,35.3,58.4,1,4,0
35.3,29.0,49.7,1,6,0
30.4,30.5,52.8,1,19,0
23.9,34.4,54.0,0,16,0
15.2,33.8,48.2,1,18,0
23.3,29.7,45.3,0,2,0
18.2,26.0,38.9,0,0,1
20.4,45.0,53.5,0,7,1
29.7,31.4,61.2,0,19,0
38.4,30.7,38.6,0,4,0
28.2,32.5,54.8,0,2,0
15.4,31.0,57.8,0,19,1
28.6,32.5,45.1,0,16,0
34.6,37.1,69.2,0,12,0
20.1,31.5,51.1,1,12,0
23.9,27.3,54.0,1,3,0
25.1,31.4,53.4,0,17,0
18.7,30.1,37.3,0,5,1
30.2,37.7,65.1,0,1,0
24.0,36.7,45.4,0,14,0
28.4,32.4,52.6,1,1,0
17.9,26.9,61.0,0,19,1
21.5,27.1,69.6,1,19,0
30.8,32.1,44.2,0,15,0
22.0,33.3,50.5,0,10,0
38.8,30.5,68.8,1,16,0
21.8,30.1,59.6,0,22,1
26.8,29.6,61.7,0,0,0
32.5,31.9,44.5,1,12,0
13.7,22.5,51.2,0,7,1
10.9,27.6,53.3,0,2,1
12.8,29.5,46.4,0,13,1
35.1,36.8,38.3,1,23,0
20.6,28.7,49.9,0,23,1
45.5,32.7,68.5,1,13,0
20.5,32.9,55.6,0,20,1
26.5,37.2,68.7,0,13,0
37.3,37.1,56.8,0,18,0
41.0,31.8,47.4,0,10,0
41.5,30.1,67.8,0,11,0
34.7,29.3,57.1,1,0,0
33.2,31.0,64.6,0,0,0
29.7,30.3,44.3,1,13,0
31.2,34.2,65.4,0,17,0
20.6,33.7,65.7,0,21,1
18.5,34.4,57.9,0,1,1
25.0,37.0,46.9,0,3,0
23.6,39.5,54.5,0,21,0
21.4,32.5,61.1,0,17,1
30.6,36.4,57.3,1,3,0
32.6,30.6,61.0,0,22,0
25.7,36.7,65.1,0,16,0
36.8,36.2,48.5,1,15,0
15.9,36.0,43.4,1,15,0
23.5,32.4,54.6,1,8,0
19.3,29.3,51.7,1,9,0
10.1,26.4,62.9,0,6,1
24.3,31.8,44.3,1,8,0
24.0,38.1,65.2,0,22,0
37.1,30.8,68.5,1,15,0
30.0,35.1,55.0,0,16,0
16.8,35.4,55.6,1,22,0
39.8,30.9,47.3,0,23,0
34.8,37.3,49.6,0,15,0
29.7,20.4,50.9,0,15,0
23.2,27.1,69.4,1,19,0
17.3,28.3,54.3,0,20,1
22.0,28.7,41.8,1,18,0
33.7,33.3,57.6,0,9,0
40.1,33.2,63.3,0,1,0
37.3,33.6,54.7,0,2,0
21.1,34.4,69.7,0,6,1
16.0,28.2,62.8,0,23,1
26.1,27.1,44.5,0,1,0
10.9,33.6,49.5,0,12,1
27.6,29.5,57.3,0,3,0
23.8,25.7,38.3,0,14,0
21.3,35.9,58.4,1,17,0
12.2,37.6,37.4,0,6,1
29.1,38.2,65.2,0,17,0
20.7,32.7,64.1,0,6,1
15.6,34.5,60.0,1,23,0
5.0,37.5,48.2,0,8,1
24.8,29.4,56.7,0,11,0
39.2,36.4,49.9,0,0,0
38.3,33.1,44.7,1,1,0
21.3,35.7,51.6,0,17,1
20.2,32.7,62.0,0,13,1
28.8,37.2,55.4,0,22,0
17.0,32.9,69.5,1,5,0
27.4,26.1,62.7,0,10,0
31.1,37.8,61.6,0,18,0
34.8,28.2,38.9,0,7,0
24.2,37.0,52.1,1,20,0
